Student_ID,Study_Hours_Per_Week,Attendance_Rate,Assignment_Score,Quizzes_Score,Final_Score,Pass_Fail
STU_0379,8.3,74.5,78.9,84.9,64.6,Pass
STU_0289,8.4,82.4,43.2,56.8,70.4,Pass
STU_0419,4.8,29.4,48.2,57.5,56.6,Fail
STU_1699,4.1,45.8,70.5,64.4,56.5,Fail
STU_0392,12.1,67.6,79.2,40.4,64.8,Pass
STU_0593,8.2,73.8,80.3,7.8,53.5,Fail
STU_1523,21.9,99.0,79.6,100.0,80.2,Pass
STU_1163,13.7,97.6,92.7,93.1,72.7,Pass
STU_1087,14.7,96.6,95.0,72.5,62.0,Pass
STU_1496,4.0,47.2,44.5,62.1,46.0,Fail
STU_0648,3.6,44.8,67.7,70.0,52.0,Fail
STU_1153,12.8,88.1,50.5,61.2,65.6,Pass
STU_1368,12.8,65.2,46.5,90.9,60.0,Fail
STU_0521,8.2,68.2,73.1,85.4,65.0,Pass
STU_1863,6.9,61.9,54.8,59.6,58.7,Fail
STU_0065,9.3,78.7,66.6,67.3,67.5,Pass
STU_1837,17.2,90.8,57.6,97.3,71.6,Pass
STU_0015,5.6,88.6,60.2,72.8,60.0,Pass
STU_1181,3.5,71.0,81.7,59.7,61.9,Pass
STU_1065,4.7,62.2,46.5,69.6,59.7,Fail
STU_0493,11.5,86.4,96.9,60.1,85.7,Pass
STU_0380,9.0,49.8,82.1,57.7,67.2,Pass
STU_0188,9.7,79.9,49.9,80.0,70.2,Pass
STU_0764,13.6,84.6,61.6,65.5,59.5,Fail
STU_0217,8.1,59.4,81.1,61.3,66.7,Pass
STU_0792,6.3,56.5,61.0,65.4,60.4,Pass
STU_1077,3.5,67.3,45.5,52.4,55.2,Fail
STU_0879,12.4,91.1,63.2,85.4,65.5,Pass
STU_0338,11.5,74.8,59.0,82.1,64.2,Pass
STU_1773,13.8,83.9,66.0,100.0,77.7,Pass
STU_0720,2.9,66.0,67.9,91.6,63.9,Pass
STU_1749,8.2,64.4,63.9,90.1,63.9,Pass
STU_0296,5.2,52.4,34.7,58.1,54.8,Fail
STU_1726,8.7,74.1,37.6,65.4,49.6,Fail
STU_1017,9.1,59.6,64.4,76.8,66.7,Pass
STU_1276,5.8,48.4,61.6,29.7,45.8,Fail
STU_1751,10.6,72.2,70.1,70.1,79.6,Pass
STU_1486,5.2,44.3,73.7,84.9,59.8,Fail
STU_0456,7.8,73.1,59.7,82.5,67.5,Pass
STU_1997,21.6,100.0,100.0,100.0,87.6,Pass
STU_0816,5.5,67.9,67.6,58.3,62.1,Pass
STU_1887,15.4,86.4,79.2,40.1,61.4,Pass
STU_0270,8.2,77.5,58.6,50.6,64.2,Pass
STU_0996,10.8,86.3,49.2,82.9,62.4,Pass
STU_0202,5.9,80.4,64.1,83.8,63.4,Pass
STU_0162,17.3,75.7,67.9,100.0,71.2,Pass
STU_1580,7.7,67.6,62.4,46.7,58.0,Fail
STU_0730,13.7,97.7,71.3,92.3,67.5,Pass
STU_0402,9.7,65.0,61.3,77.8,66.5,Pass
STU_0703,4.7,67.8,55.0,58.6,50.0,Fail
STU_1501,6.6,67.5,62.8,60.7,42.2,Fail
STU_1846,20.1,96.1,76.7,75.2,77.3,Pass
STU_1796,12.3,100.0,65.2,57.4,66.9,Pass
STU_1130,11.7,93.4,73.8,76.4,69.2,Pass
STU_0566,7.8,60.5,50.0,36.5,44.9,Fail
STU_1414,6.6,61.0,34.3,81.5,61.4,Pass
STU_1022,2.6,46.5,54.8,40.7,72.5,Pass
STU_1026,8.7,65.7,98.5,63.0,69.0,Pass
STU_1412,4.5,51.1,61.8,72.3,49.1,Fail
STU_1896,25.0,100.0,95.3,99.5,81.4,Pass
STU_1586,21.4,91.6,100.0,67.4,78.2,Pass
STU_1105,10.8,88.5,69.2,81.4,73.6,Pass
STU_0206,5.0,59.5,60.0,51.5,70.5,Pass
STU_0035,14.2,61.7,60.7,59.2,64.3,Pass
STU_0776,15.4,100.0,93.0,72.3,68.2,Pass
STU_0509,20.9,100.0,75.4,100.0,35.8,Fail
STU_1452,7.8,74.1,53.4,65.4,63.3,Pass
STU_1479,10.1,75.7,63.8,53.1,72.1,Pass
STU_1971,11.8,79.2,60.1,61.9,69.1,Pass
STU_1391,22.3,100.0,100.0,100.0,89.7,Pass
STU_0092,9.5,72.9,60.6,52.3,58.8,Fail
STU_1364,6.5,81.2,81.4,42.7,62.3,Pass
STU_0898,4.7,42.5,92.2,70.7,57.5,Fail
STU_0565,4.1,61.4,45.1,49.5,79.2,Pass
STU_1370,16.9,100.0,100.0,75.8,82.5,Pass
STU_0777,7.2,61.0,83.0,79.0,61.7,Pass
STU_0242,10.8,82.8,92.3,50.4,66.2,Pass
STU_0014,6.9,58.7,59.8,53.3,66.2,Pass
STU_0316,10.9,65.9,85.4,48.1,60.8,Pass
STU_0601,14.5,81.3,78.0,88.8,67.6,Pass
STU_0388,2.9,59.5,44.6,62.3,43.3,Fail
STU_1298,7.1,62.1,49.9,70.9,63.5,Pass
STU_0167,6.3,57.3,56.9,62.2,52.7,Fail
STU_0841,4.4,62.2,77.5,27.0,60.2,Pass
STU_0021,12.7,65.7,86.3,65.2,55.2,Fail
STU_0647,19.0,78.7,82.6,100.0,67.0,Pass
STU_1843,4.2,52.3,56.1,73.2,50.7,Fail
STU_1509,17.3,100.0,100.0,60.2,41.6,Fail
STU_1155,3.1,57.6,30.6,58.9,50.1,Fail
STU_1529,11.1,97.8,100.0,100.0,85.9,Pass
STU_0832,3.4,31.8,47.4,44.7,45.7,Fail
STU_1268,13.2,100.0,100.0,64.8,64.4,Pass
STU_1591,3.7,57.8,49.2,39.1,47.2,Fail
STU_1900,10.3,81.0,77.7,91.7,64.5,Pass
STU_0563,12.5,80.5,100.0,81.8,64.4,Pass
STU_1952,8.3,82.1,62.5,61.8,69.7,Pass
STU_0687,8.6,47.3,56.5,43.4,53.1,Fail
STU_0958,13.1,89.7,71.4,100.0,72.2,Pass
STU_0190,4.6,46.8,50.0,39.2,51.4,Fail
STU_1807,8.9,55.4,65.1,68.1,58.1,Fail
STU_0976,4.2,63.2,79.2,62.7,57.5,Fail
STU_0700,7.3,70.5,74.2,46.0,55.9,Fail
STU_1500,11.8,85.6,45.8,100.0,66.4,Pass
STU_1706,5.0,51.5,42.1,66.0,65.4,Pass
STU_0511,14.8,85.3,82.8,85.2,74.1,Pass
STU_1083,1.7,62.1,56.0,75.2,54.9,Fail
STU_0475,6.7,55.3,54.9,34.6,57.0,Fail
STU_1585,6.7,61.9,58.9,73.9,51.5,Fail
STU_0857,11.9,56.6,81.7,73.1,64.5,Pass
STU_0748,3.1,50.1,54.4,62.7,45.9,Fail
STU_0253,6.8,59.5,66.5,61.1,56.1,Fail
STU_0022,3.4,53.5,54.7,55.6,51.5,Fail
STU_1338,9.3,67.3,47.1,78.7,56.4,Fail
STU_0460,6.1,98.9,88.7,53.2,70.1,Pass
STU_1185,8.2,78.3,33.2,52.5,66.5,Pass
STU_0277,2.6,52.1,44.1,46.9,70.0,Pass
STU_0956,9.5,66.5,64.4,67.0,48.0,Fail
STU_1216,3.3,49.7,78.5,67.3,55.5,Fail
STU_0386,15.8,90.5,49.7,70.4,69.3,Pass
STU_0806,13.5,77.3,65.8,68.2,62.9,Pass
STU_1438,13.0,67.6,79.5,85.1,81.0,Pass
STU_1516,6.4,66.9,57.1,87.4,56.7,Fail
STU_0344,14.2,100.0,68.7,100.0,79.6,Pass
STU_0770,5.5,59.8,35.7,44.4,43.2,Fail
STU_1333,7.3,88.1,70.1,96.8,71.8,Pass
STU_1686,14.2,94.0,76.3,96.2,79.0,Pass
STU_0131,11.6,76.9,80.8,66.3,67.9,Pass
STU_1688,0.6,60.9,39.7,19.6,39.0,Fail
STU_0872,2.5,64.1,55.9,85.0,62.7,Pass
STU_1124,7.2,75.2,85.7,56.7,78.6,Pass
STU_1397,5.8,71.3,42.4,58.2,65.3,Pass
STU_0088,8.9,73.2,67.4,53.8,67.4,Pass
STU_1483,2.9,43.1,69.8,71.1,49.9,Fail
STU_0331,4.0,71.4,67.6,47.2,58.5,Fail
STU_1239,10.5,77.4,48.2,50.6,61.3,Pass
STU_0467,13.2,70.8,79.5,63.6,61.5,Pass
STU_0122,8.8,72.4,95.1,51.1,60.3,Pass
STU_1639,13.1,77.6,74.4,65.1,82.4,Pass
STU_1045,13.8,89.0,72.2,100.0,71.1,Pass
STU_1725,1.7,44.7,53.2,72.4,46.3,Fail
STU_1096,6.3,57.4,59.2,76.3,56.4,Fail
STU_1131,13.5,92.5,100.0,85.8,91.3,Pass
STU_1295,6.3,55.4,48.7,78.7,50.8,Fail
STU_0861,7.6,74.8,31.1,51.2,57.4,Fail
STU_1460,5.3,63.0,57.6,59.4,55.9,Fail
STU_1127,6.6,67.4,32.5,82.9,57.6,Fail
